video_id,publish_date,passive_voice_count,relative_frequency_ipm,vvn_strings,preceding_strings
CbRoe8p1xcM,20240326,1,916.5902841429881,supposed,he
HOedUk-I1EE,20240805,1,435.9197907585004,tried,he
FX4HX6y9VxM,20240112,1,1655.6291390728477,reported,explosions
ExHyThep858,20240520,7,3522.8988424760946,"forced, called, arrested, spat, cleared, cleared, occupied","Gaza, police, people, we, encampment, encampment, office"
3OG6vmxAV3U,20240207,3,1435.4066985645934,"presented, delivered, accepted","Gaza, plan, terms"
k5DckrHCVBg,20240201,3,3773.5849056603774,"named, involved, displaced","individuals, says, uh"
Odk6xu2fy8o,20240206,4,1998.001998001998,"held, informed, negotiated, discussed","uh, families, what, things"
TtsRCIqyp0A,20240302,3,3161.222339304531,"killed, fired, trampled","Palestinians, shots, Dead"
hUKF6jUpYWk,20240508,5,2505.0100200400802,"concerned, made, launched, signed, released","Administration, this, operation, deal, hostages"
9TSChIGtuMI,20240321,4,1375.515818431912,"issued, achieved, based, frozen","that, that, start, Europe"
8o4dtHDoKHs,20231018,10,3258.3903551645485,"killed, killed, held, carried, scheduled, planned, delayed, hit, misfired, done","people, people, protests, attack, which, it, all, hospital, it, it"
uNyfVqUM1Rg,20240410,1,1022.4948875255625,killed,people
xJ1VSooe9HI,20240521,0,0.0,,
cGodVKJsxJk,20240107,0,0.0,,
m7u7sse9Dqk,20240512,1,2036.6598778004072,told,City
YfHU4cLz40Y,20240202,3,1642.935377875137,"killed, killed, hit","troops, teammates, home"
nB-ptn848Yk,20240502,8,2882.8828828828828,"escalated, occupied, arrested, arrested, used, granted, used, disinterested","protests, that, students, who, that, have, method, or"
0vEl_N37G4c,20240415,7,3122.21231043711,"shot, measured, killed, publicized, broadcast, intercepted, aimed","all, assault, generals, meeting, had, drones, attack"
1w0abJa1VsY,20231209,2,1774.622892635315,"cast, divorced","vote, that"
2qHNnWQHahQ,20240220,0,0.0,,
mcDCRJ7Y1k4,20240817,3,1842.7518427518428,"supposed, discussed, agreed","it, to, what"
WRojKyr_T_A,20240307,4,7285.974499089253,"damaged, vanished, invaded, killed","houses, families, homes, family"
iDuSFY-B8uY,20240607,9,2140.8182683158893,"tabled, endorsed, broken, defeated, allowed, found, delivered, criticized, held","plan, plan, we, they, they, hostages, has, in, has"
rkbNCgSpsqw,20240509,15,2296.0355120159193,"kidnapped, assassinated, pushed, kidnapped, taken, put, killed, injured,, targeted, kidnapped, killed, used, used, asked, used","someone, Bhutto, I, I, I, we, their, to, journalists, someone, journalists, photograph, photo, Roosevelt, photographs"
rkbNCgSpsqw,20240509,15,2296.0355120159193,"kidnapped, assassinated, pushed, kidnapped, taken, put, killed, injured,, targeted, kidnapped, killed, used, used, asked, used","someone, Bhutto, I, I, I, we, their, to, journalists, someone, journalists, photograph, photo, Roosevelt, photographs"
oFTyQyXQHn8,20240726,3,3436.426116838488,"released, written, prepared","readout, readout, Netanyahu"
253EBLLNIy4,20231022,6,4319.654427645789,"killed, killed, killed, killed, shot, killed","people, seven, children, people, people, people"
bxbki85OoeM,20240622,1,952.3809523809524,killed,people
AmhGLFHG1KU,20240619,3,1753.3606078316773,"relocated, recorded, killed","Israelis, footage, Lebanese"
U8m_GM8wBE4,20240414,13,2660.6631191158413,"informed, used, questioned, killed, shown, prepared, intercepted, rerouted, used, launched, shot, used, developed","House, drones, regime, generals, drones, Israel, these, was, those, drones, they, what, that"
SY-Z9AgvtSc,20240622,2,1206.2726176115802,"held, proven","elections, that"
0Aocopnm2tw,20240529,7,2797.761790567546,"welcomed, raised, accused, set, supposed, welcomed, made","move, flag, he, process, it, recognition, decision"
R-M05UcMEAc,20240418,10,2009.2425155716294,"used, crossed, aimed, asked, seen, determined, damaged, denied, shocked, killed","these, Rubicon, that, Biden, that, they, house, Gaza, we, people"
LjXfbFsBdIg,20231127,23,7440.957618893562,"celebrated, reunited, allowed, extended, killed, told, found, found, relieved, made, murdered, found, brought, beaten, shattered, released, killed, killed, extended, released, released, released, trained","Hamas, families, eight, agreement, that, I, she, she, I, mistake, has, been, she, she, they, it, families, son, Hamas, who, have, that, who"
Yx1_7CQQJ94,20231018,12,4294.917680744453,"killed, killed, held, carried, hit, misfired, misfired, talked, viewed, called, reported, killed","people, people, protests, attack, hospital, rocket, that, that, which, what, what's, that"
kJEuPrDRKaQ,20231201,9,3003.003003003003,"killed, inundated, destroyed, forced, forced, overcrowded, agreed, established, convicted","gazans, hospital, ours, who, man, people, that, that, who"
4zUqBZBVfGs,20231029,3,1815.9806295399517,"knocked, confirmed, followed","Gaza, as, that"
--joSXIsHO8,20231118,1,897.6660682226212,kept,Gaza
2JKMfH4ZjIg,20240830,6,4494.38202247191,"killed, killed, left, targeted, devastated, detected","Palestinians, footage, that, car, system, polio"
QxiOZtN_7Fs,20231116,1,963.3911368015414,used,it
Rybzq8Mra0A,20240417,3,739.4626571358147,"involved, emerged, involved","Arabia, that, they"
pMC2UM1IKH8,20240317,2,1700.6802721088434,"accused, seen","and, proposal"
4osvXVbrcnA,20240801,9,2868.983104877271,"killed, heard, killed, shot, involved, considered, killed, assassinated, killed","he, threats, group, course, Hanya, he, who, deputy, leader"
0hW2vD88KYg,20240223,3,4846.526655896608,"taken, killed, filled","casualties, Palestinians, gaps"
eQ2kvnRVFaI,20240806,8,3376.9523005487545,"jailed, locked, elected, killed, killed, born, fed, kidnapped","sinoa, he, sinoa, he, Han, sinan, gazin, who"
AX-i0EGQ5Io,20231013,7,1388.6133703630233,"seen, talked, killed, closed, deployed, embedded, killed","abas, much, captives, Border, that, uh, people"
UF9y2W3snlk,20240126,1,1011.1223458038423,killed,Palestinians
rLmIMmLUGUw,20231102,2,2518.891687657431,"destroyed, injured","housing, people"
bvzP3X5O_FI,20231114,1,782.4726134585289,forced,or
t48HXAjjDAU,20231229,6,4494.38202247191,"marted, forced, told, displaced, called, given","wish, to, many, people, people, orders"
L09aXLiNGZw,20231127,10,4492.362982929021,"extended, exchanged, freed, seized, lost, agreed, extended, held, interviewed, displaced","Hamas, hostages, have, people, what, that, truce, far, who, have"
mWaq3k5vElA,20231101,7,5227.781926811053,"killed, known, given, pointed, plunged, instigated, killed","combatants, they, will, it, has, if, soldiers"
jOtXxIjwWsg,20231016,1,1658.374792703151,killed,people
ksP1MooptN4,20240228,12,4663.816556548776,"involved, founded, expelled, founded, renewed, announced, created, created, made, convinced, established, translated","workers, unra, or, Israel, but, this, onor, it, payments, donors, unra, provided"
H1H7H1XaQjo,20231026,3,1950.5851755526658,"taken, committed, committed","they, may, crime"
pcOo0eQZ688,20240119,6,4441.154700222058,"financed, approved, created, created, seen, designated","Hamas, that, Hamas, Hamas, it, which"
ZhDxmseA_aw,20240724,1,771.0100231303006,done,it
WLHj-pj6d78,20240124,6,2979.1459781529297,"killed, killed, mined, locked, believed, put","soldiers, soldiers, they, has, it, policy"
G6f5M2S_KqM,20240217,0,0.0,,
iPKraBTGv_M,20231017,1,507.8720162519045,headed,which
7Sl8SCRtFkA,20240730,3,1670.378619153675,"put, set, targeted","isbah, conflict, Embassy"
ftrhg8Ce47U,20231010,1,622.2775357809583,seen,Gaza
EPaRcJN4vD4,20240128,0,0.0,,
GNTDEzKGnSE,20231011,8,4481.792717086834,"used, affected, killed, killed, stopped, killed, ripped, killed","card, uh, might, National, have, citizens, that, that"
q1twZhEVO94,20231117,9,7679.180887372014,"left, told, killed, injured, injured, displaced, killed, left, wiped","everyone, I, thousands, who, who, those, many, those, families"
IlWkHH4OU4g,20240725,5,3215.434083601286,"killed, released, recorded, said, killed","people, that, there, um, who"
wCzuX3FArBg,20240609,12,4887.983706720978,"killed, announced, rescued, focused, killed, killed, supposed, supposed, freed, kept, built, relaunched","Palestinians, and, hostages, have, Palestinians, that, rival, he, people, hostages, that, uh"
0my72F-kxhM,20240115,7,3565.970453387672,"backed, forced, demolished, destroyed, conducted, put, noted","has, gazans, homes, demolished, war, that, has"
o65lbe08Cro,20240204,3,2218.9349112426034,"killed, affected, based","people, houses, who"
dZzGaXk1q10,20231013,6,2397.1234518577703,"focused, butchered, allowed, vetted, mobilized, deployed","know, who, refugees, they, uh, will"
4iq4rEQnbCg,20240119,0,0.0,,
2fUnMsxVGKo,20240521,5,5694.760820045559,"set, left, displaced, pushed, injured","hospitals, system, they, and, who"
yDE6bC1ar-s,20231017,3,1015.572105619499,"murdered, supposed, taken","Jews, which, who"
eXEzHeMEEHs,20231012,5,1324.5033112582782,"made, supposed, interviewed, sent, affected","ways, Israel, Palestinians, I, who"
08E_vlkurpk,20240303,1,1138.9521640091116,killed,Palestinians
QV55M4eLLw8,20240127,9,4249.29178470255,"killed, presented, asked, ordered, ordered, issued, run, announced, used","who, that, Israel, not, that, ruling, and, was, that"
jGdjbBewypM,20240525,4,2305.4755043227665,"ordered, handed, closed, reported","government, ruling, know, it"
rNlOu5cvz-k,20240408,7,4221.95416164053,"killed, pulled, shown, achieved, destroyed, evicted, agreed","Palestinians, troops, as, still, operatives, population, have"
r-LvZGsJN0c,20240322,0,0.0,,
EROljCmzlxk,20231018,6,5366.726296958855,"killed, filled, transferred, cancelled, meant, cancelled","people, facility, City, Jordan, Summit, Summit"
oD8GN-Yl8NU,20240301,8,11764.70588235294,"killed, trampled, released, conducted, shot, hit, unarmed, wounded","people, Dead, images, strike, civilians, they, they, many"
3sgxFOFTKqI,20231111,0,0.0,,
AKTT-VoCdlo,20231107,4,1114.8272017837235,"said, released, released, destroyed","what, hostages, hostages, has"
0DlMDEsCVw4,20240406,6,3259.0983161325366,"killed, used, concerned, killed, killed, involved","guards, planes, officials, who, that, Syria"
3NMoNu90Ljs,20240425,2,3322.2591362126245,"arrested, given","students, demonstrators"
ZvFoxvFTeW4,20231105,2,1371.7421124828531,"attacked, conducted","Israel, that"
6xrHXJZSFXU,20240722,0,0.0,,
5LpqfKWshbk,20231130,27,15706.806282722513,"released, treated, taken, isolated, given, kept, beaten, kept, allowed, separated, killed, given, asked, told, told, told, captured, handed, given, received, killed, killed, killed, released, arrested, expected, arrested","hostages, they, they, they, they, them, he, he, he, who, members, that, they, even, you, they, who, children, that, and, he, his, that, Palestinians, he, Ham, he"
CEjmE-2ge8U,20231109,6,2199.4134897360705,"terrified, found, abducted, killed, killed, killed","children, still, he, children, that, who"
dUyi_7Swne8,20240502,3,3708.281829419036,"closed, closed, sent","it, it, that"
QQSm0-xbp_4,20240621,15,4321.52117545376,"damaged, killed, captured, affiliated, accused, resolved, achieved, killed, fueled, destroyed, killed, hit, annihilated, destroyed, embedded","children, 14,000, Arsenal, who, Army, cabinet, Hamas, fighters, resistance, tunnels, fighters, Gaza, people, infrastructure, sinir"
WQtNNSWOeB0,20231020,3,1821.4936247723133,"taken, kidnapped, horrified","who, Moses, who"
8gG4ftCgmwk,20240530,0,0.0,,
6na_sXe86Yc,20240114,7,7106.598984771574,"abducted, released, displaced, forced, returned, achieved, killed","people, 110, homes, garans, hostages, aims, that"
rty7KeJlw84,20231222,0,0.0,,
Ujo40lVL_nw,20231109,6,2504.1736227045076,"discussed, made, released, protected, remoted, called","issues, that, that, that, that, as"
KFh0-oCzXXo,20240830,4,4689.331770222743,"delivered, agreed, eradicated, eradicated","have, have, has, it"
Sf6xl5HHchw,20231014,6,2606.429192006951,"designated, focused, affected, killed, engaged, called","Hamas, years, countries, least, Iran, Israelis"
5RVkEF2nxSc,20231119,11,5104.408352668213,"killed, killed, ordered, evacuated, evacuated, told, posted, said, killed, injured, taken","most, child, say, have, they, they, that, that, thousands, who, who"
wCk3oISrsE0,20240802,12,3723.2392181197642,"assassinated, involved, mentioned, targeted, involved, announced, killed, planted, used, said, said, telegraphed","he, he, that, course, Hano, that, already, that, that, what, what, attacks"
fMF3L1fqtcE,20231227,4,4162.330905306972,"killed, forced, brought, displaced","21,000, she, that, go"
cipDYZL9Nbw,20231025,1,2192.9824561403507,killed,Palestinians
293T__NKw_8,20240603,4,2414.0012070006037,"forced, transmitted, supposed, discussed","may, as, already, it"
3dNk8sQHEfM,20240424,13,5671.902268760907,"declared, arrested, charged, deprived, beaten, shaken, charged, arrested, tolerated, put, arrested, spent, punished","that, Israel, Khalifa, he, and, system, well, he, protest, indictments, who, he, not"
Z0OzIfLUTnw,20240606,5,2367.4242424242425,"evacuated, negotiated, conducted, experienced, engaged","Border, deal, ceasefires, the, Lebanon"
cDJq1g81cIY,20240407,5,2556.237218813906,"displaced, killed, used, killed, done","we, who, plans, that, ground"
WBNNzq271uA,20231113,1,690.1311249137336,labeled,Jerusalem
1d736STrZmM,20240820,2,1067.8056593699946,"closed, narrowed","gaps, gaps"
dTvnQjLcKbM,20231018,10,6684.491978609625,"forced, handed, founded, ousted, outlawed, expected, transferred, canceled, meant, driven","it, Cairo, which, but, group, Schultz, example, meeting, he, who"
TD4b32NnAz8,20231012,7,3239.241092086997,"decimated, opposed, sold, displaced, instructed, instructed, located","they've, violence, it, who, who, uh, it"
BtLh-HcFA8Y,20240411,6,4073.3197556008145,"breached, limited, mentioned, targeted, shunned, done","Crossing, Crossing, one, because, them, something"
4WLnCCxbQc0,20231027,0,0.0,,
l9JcPdD9XKo,20240603,15,4347.826086956522,"confirmed, held, presented, submitted, presented, presented, brought, submitted, worried, given, given, killed, set, suggested, confirmed","Hamas, thought, which, actually, which, but, that, which, he, that, that, that, that, people, that"
uC6VJnEUctQ,20240613,2,1158.7485515643104,"laid, laid","it, it"
5ltlb1Li5K4,20240123,6,1958.2245430809398,"dismantled, locked, believed, supported, invested, hit","they, has, it, groups, year, Yemen"
PTZivpzjoNQ,20240514,5,4321.52117545376,"arrested, seen, killed, given, brought","people, protesters, Palestinians, government, body"
BiSwT0ljRPM,20231209,6,2507.3129962390303,"killed, manufactured, displaced, shut, shut, shut","people, weapons, that, system, system, system"
uoX-K8O9lYk,20240903,1,903.3423667570008,shot,who
TFr8X8Bc2S8,20231201,5,2582.6446280991736,"unveiled, orchestrated, hit, signed, supposed","clock, protests, Both, They, they"
LEze_S20H_E,20240530,2,998.0039920159679,"conducted, killed","operation, parents"
RUqJObE91Eo,20231025,6,1894.537417113988,"asked, reported, distributed, fired, let, torn","people, casualties, supplies, had, that, that"
gCnkQRK0IJY,20231118,1,774.593338497289,killed,thousands
izNvwGo2G8o,20240808,9,4470.938897168406,"developed, instituted, developed, used, deemed, hurt, killed, shut, brushed","and, it, it, them, um, pride, hanene, missiles, they"
sdvW1YAPZBU,20240227,7,2886.59793814433,"taken, released, targeted, finalized, signed, used, attacked","who, details, they, nothing, treaty, which, we"
6w5ShwRFEgs,20240618,2,4901.9607843137255,"expected, formed","move, uh"
Rk7Q8B-FqPc,20240608,6,1886.199308393587,"rejected, founded, expelled, destroyed, supported, elected","plans, Israel, Palestinians, has, arms, man"
zFclOJ9cC84,20240418,0,0.0,,
DNn3FIenUBg,20240409,4,1461.4541468761417,"lost, supported, quoted, alluded","and, then, convention, that"
DiSOkm52pNM,20240531,1,634.1154090044388,evacuated,they
GIJQImodLwk,20240111,4,1884.1262364578427,"made, threatened, brought, brought","case, that, that, that"
VA2tiAHmbm0,20231104,6,3094.3785456420837,"proposed, established, attacked, driven, born, elected","that, It, And, or, who, Hamas"
3MMrXclUn4o,20240607,1,1655.6291390728477,added,have
BxKsbGQN8bI,20240209,0,0.0,,
YkhE__tT7MA,20231219,12,5853.658536585366,"buried, shown, buried, killed, shown, prevented, released, released, killed, killed, killed, killed","bodies, Health, people, militants, careful, journalists, that, that, civilians, that, civilians, uh"
YXko1JbMs9E,20240907,5,4139.07284768212,"shot, shot, shot, identified, shot","who, she, she, question, she"
NClxLXeu358,20240517,2,1014.1987829614604,"set, dropped","believe, that"
8hXB7HJqvTg,20240419,19,3932.933140136618,"activated, heard, related, informed, asked, carried, shot, intercepted, backed, triggered, put, hit, struck, upgraded, presented, shot, involved, struck, established","defenses, that, this, US, he, attacks, drones, and, strike, Iran, they, sites, that, these, these, Iran, alleging, soil, that"
-JgQbTVWdfs,20240801,16,4970.4877291084185,"killed, killed, targeted, confirmed, killed, killed, taken, killed, seen, killed, killed, established, accused, targeted, portrayed, killed","he, dive, he, it, salame, also, he, Dave, and, Dave, bodyguard, it, shukur, might, he, hania"
7UWZAFGq59Y,20231213,5,2002.4028834601522,"destroyed, martyred, adopted, sent, opened","house, child, no, that, Crossing"
nY-wo0iUeTk,20231224,2,1990.049751243781,"killed, killed","people, that"
-hiLFXyM4UM,20240811,2,1666.6666666666667,"taken, rushed","steps, casualties"
JrV3hW7wsgc,20240807,4,2053.3880903490763,"assassinated, seen, killed, engaged","who, who, who, we"
kD3wd2YLV24,20240506,3,2454.991816693944,"watered, accepted, committed","proposal, proposal, that"
B9bQLW-pthA,20240312,0,0.0,,
B9bQLW-pthA,20240312,0,0.0,,
NK8hqpOL4Is,20231129,28,6321.9688417249945,"released, welcomed, released, hit, displaced, brought, destroyed, abducted, abducted, released, kept, released, surrounded, released, treated, kept, kept, kept, trained, approached, approved, made, murdered, trained, trained, released, met, released","hostages, people, that, South, people, displaced, houses, that, that, that, conditions, Nationals, that, hostages, they, them, them, some, she, we, protocol, that, mother, he, them, Strip, they, who"
DFeeBJaLyWI,20240411,4,4434.589800443459,"bombed, shaken, displaced, confirmed","was, system, that, as"
5u4pjrwsYH0,20240129,5,2915.451895043732,"involved, displaced, given, pledged, leveled","workers, Gaza, that, what's, that"
-XOz2IctcWo,20231013,7,3833.5158817086526,"hit, killed, killed, mixed, disconnected, given, targeted","so, people, people, that, them, and, uh"
Xcs1jAmf2go,20231108,4,3910.0684261974584,"killed, killed, destroyed, displaced","people, khed, houses, people"
cKPjin6XT4U,20231021,2,2378.121284185493,"founded, used","Israel, word"
XggSfFCRJuQ,20231203,4,7326.007326007326,"linked, deployed, involved, reported","vessels, that, vessels, injuries"
179U7wS6H-4,20240720,10,9025.270758122744,"triggered, sounded, detected, launched, launched, used, used, developed, used, involved","alarms, alerts, it, Drone, drone, hoodies, that, drone, that, could"
qUDkZ6V1uKM,20231026,3,1226.4922322158627,"asked, called, released","uh, uh, were"
,,5,3513.703443429374,"transmitted, presented, given, described, degraded","that, plan, it, what, capabilities"
