seated	VVN	seat
temporary	JJ	temporary
measures	NNS	measure
to	TO	to
be	VB	be
reversed	VVN	reverse
as	RB	as
soon	RB	soon
as	IN	as
the	DT	the
imperative	JJ	imperative
military	JJ	military
reasons	NNS	reason
subside	VVP	subside
by	IN	by
contrast	NN	contrast
evacuations	NNS	evacuation
of	IN	of
a	DT	a
permanent	JJ	permanent
or	CC	or
indefinite	JJ	indefinite
character	NN	character
breach	VV	breach
the	DT	the
prohibition	NN	prohibition
of	IN	of
forcible	JJ	forcible
transfer	NN	transfer
and	CC	and
therefore	RB	therefore
are	VBP	be
not	RB	not
covered	VVN	cover
by	IN	by
the	DT	the
exception	NN	exception
set	VVN	set
out	RP	out
in	IN	in
the	DT	the
second	JJ	second
paragraph	NN	paragraph
of	IN	of
article	NN	article
49	CD	@card@
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
including	VVG	include
its	PP$	its
forceable	JJ	forceable
evictions	NNS	eviction
extensive	JJ	extensive
house	NN	house
demolitions	NNS	demolition
and	CC	and
restrictions	NNS	restriction
on	IN	on
residence	NN	residence
and	CC	and
movement	NN	movement
often	RB	often
leave	VVP	leave
little	JJ	little
choice	NN	choice
to	TO	to
members	NNS	member
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
population	NN	population
living	VVG	live
in	IN	in
area	NN	area
C	NP	C
but	CC	but
to	TO	to
leave	VV	leave
their	PP$	their
area	NN	area
of	IN	of
res	NNS	re
the	DT	the
nature	NN	nature
of	IN	of
Israel	NP	Israel
'	POS	'
s	NN	S
Acts	NNS	act
including	VVG	include
the	DT	the
fact	NN	fact
that	IN/that	that
Israel	NP	Israel
frequently	RB	frequently
confiscates	VVZ	confiscate
land	VV	land
following	VVG	follow
the	DT	the
demolition	NN	demolition
of	IN	of
Palestinian	JJ	Palestinian
property	NN	property
for	IN	for
reallocation	NN	reallocation
to	TO	to
Israeli	JJ	Israeli
settlements	NNS	settlement
indicates	VVZ	indicate
that	IN/that	that
its	PP$	its
measures	NNS	measure
are	VBP	be
not	RB	not
temporary	JJ	temporary
in	IN	in
character	NN	character
and	CC	and
therefore	RB	therefore
cannot	MD	can
be	VB	be
considered	VVN	consider
as	IN	as
permissible	JJ	permissible
evacuations	NNS	evacuation
under	IN	under
the	DT	the
for	IN	for
Geneva	NP	Geneva
Convention	NP	Convention
in	IN	in
the	DT	the
court	NN	court
view	NN	view
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
are	VBP	be
cont	JJ	cont
to	TO	to
the	DT	the
prohibition	NN	prohibition
of	IN	of
forcible	JJ	forcible
transfer	NN	transfer
of	IN	of
the	DT	the
protected	VVN	protect
population	NN	population
under	IN	under
article	NN	article
49	CD	@card@
paragraph	NN	paragraph
1	CD	@card@
of	IN	of
The	DT	the
Fourth	JJ	fourth
Geneva	NP	Geneva
Israel	NP	Israel
'	POS	'
s	JJ	s
settlement	NN	settlement
policy	NN	policy
has	VHZ	have
given	VVN	give
rise	NN	rise
to	TO	to
Violence	NN	violence
by	IN	by
settlers	NNS	settler
and	CC	and
security	NN	security
forces	NNS	force
against	IN	against
Palestinians	NNS	Palestinian
having	VHG	have
examined	VVN	examine
the	DT	the
evidence	NN	evidence
before	IN	before
it	PP	it
in	IN	in
light	NN	light
of	IN	of
the	DT	the
relevant	JJ	relevant
provisions	NNS	provision
of	IN	of
international	JJ	international
law	NN	law
the	DT	the
cour	NN	cour
considered	VVD	consider
that	IN/that	that
the	DT	the
Violence	NN	violence
by	IN	by
settlers	NNS	settler
against	IN	against
Palestinians	NPS	Palestinians
Israel	NP	Israel
'	POS	'
s	JJ	s
failure	NN	failure
to	TO	to
prevent	VV	prevent
or	CC	or
to	TO	to
punish	VV	punish
it	PP	it
effectively	RB	effectively
and	CC	and
its	PP$	its
excessive	JJ	excessive
use	NN	use
of	IN	of
force	NN	force
against	IN	against
Palestinians	NPS	Palestinians
contribute	VVP	contribute
to	TO	to
the	DT	the
creation	NN	creation
and	CC	and
maintenance	NN	maintenance
of	IN	of
a	DT	a
coercive	JJ	coercive
environment	NN	environment
against	IN	against
Palestinians	NPS	Palestinians
in	IN	in
the	DT	the
present	JJ	present
case	NN	case
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
the	DT	the
evidence	NN	evidence
before	IN	before
it	PP	it
the	DT	the
quote	NN	quote
is	VBZ	be
of	IN	of
the	DT	the
you	PP	you
that	IN/that	that
Israel	NP	Israel
systematic	JJ	systematic
failure	NN	failure
to	TO	to
prevent	VV	prevent
or	CC	or
to	TO	to
punish	VV	punish
attacks	NNS	attack
by	IN	by
settlers	NNS	settler
against	IN	against
the	DT	the
life	NN	life
or	CC	or
for	IN	for
bodily	JJ	bodily
Integrity	NN	integrity
of	IN	of
Palestinians	NPS	Palestinians
as	RB	as
well	RB	well
as	IN	as
Israel	NP	Israel
'	POS	'
s	JJ	s
excessive	JJ	excessive
use	NN	use
of	IN	of
force	NN	force
against	IN	against
Palestinians	NPS	Palestinians
is	VBZ	be
inconsistent	JJ	inconsistent
with	IN	with
its	PP$	its
obligations	NNS	obligation
in	IN	in
light	NN	light
of	IN	of
the	DT	the
above	IN	above
the	DT	the
court	NN	court
affirms	VVZ	affirm
as	IN	as
it	PP	it
did	VVD	do
in	IN	in
its	PP$	its
whole	JJ	whole
advisory	JJ	advisory
opinion	NN	opinion
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
settlements	NNS	settlement
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
Jerusalem	NP	Jerusalem
and	CC	and
the	DT	the
regime	NN	regime
associated	VVN	associate
with	IN	with
them	PP	them
have	VHP	have
been	VBN	be
established	VVN	establish
and	CC	and
are	VBP	be
being	VBG	be
maintained	VVN	maintain
in	IN	in
violation	NN	violation
of	IN	of
international	JJ	international
law	NN	law
the	DT	the
court	NN	court
notes	NNS	note
with	IN	with
great	JJ	great
concern	NN	concern
report	NN	report
that	IN/that	that
Israel	NP	Israel
settlement	NN	settlement
policy	NN	policy
has	VHZ	have
been	VBN	be
expanding	VVG	expand
since	IN	since
the	DT	the
court	NN	court
fall	NN	fall
advisory	JJ	advisory
opinion	NN	opinion
in	IN	in
particular	JJ	particular
in	IN	in
December	NP	December
2022	CD	@card@
Israel	NP	Israel
Parliament	NP	Parliament
approved	VVD	approve
the	DT	the
establishment	NN	establishment
of	IN	of
an	DT	an
additional	JJ	additional
Minister	NP	Minister
within	IN	within
the	DT	the
ministry	NN	ministry
of	IN	of
Defense	NP	Defense
vested	VVN	vest
with	IN	with
the	DT	the
governing	VVG	govern
powers	NNS	power
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
including	VVG	include
land	NN	land
designations	NNS	designation
planning	NN	planning
and	CC	and
coordination	NN	coordination
of	IN	of
demolitions	NNS	demolition
which	WDT	which
would	MD	would
expedite	VV	expedite
the	DT	the
approval	NN	approval
process	NN	process
for	IN	for
new	JJ	new
settlements	NNS	settlement
also	RB	also
the	DT	the
size	NN	size
of	IN	of
existing	VVG	exist
Israeli	JJ	Israeli
settlements	NNS	settlement
expanded	VVN	expand
from	IN	from
November	NP	November
1	CD	@card@
2022	CD	@card@
to	TO	to
October	NP	October
31	CD	@card@
2023	CD	@card@
at	IN	at
a	DT	a
significant	JJ	significant
rate	NN	rate
with	IN	with
approximately	RB	approximately
24	CD	@card@
,	,	,
300	CD	@card@
housing	NN	housing
units	NNS	unit
within	IN	within
existing	VVG	exist
Israeli	JJ	Israeli
settlements	NNS	settlement
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
being	VBG	be
advanced	VVN	advance
or	CC	or
approved	VVN	approve
including	VVG	include
approximately	RB	approximately
9	CD	@card@
,	,	,
670	CD	@card@
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
the	DT	the
court	NN	court
observed	VVD	observe
that	IN/that	that
the	DT	the
question	NN	question
posed	VVN	pose
by	IN	by
the	DT	the
general	JJ	general
assembly	NN	assembly
refers	VVZ	refer
in	IN	in
part	NN	part
to	TO	to
the	DT	the
legal	JJ	legal
consequences	NNS	consequence
arising	VVG	arise
out	RP	out
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
alleged	JJ	alleged
annexation	NN	annexation
of	IN	of
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
in	IN	in
order	NN	order
to	TO	to
respond	VV	respond
to	TO	to
this	DT	this
aspect	NN	aspect
of	IN	of
the	DT	the
question	NN	question
the	DT	the
court	NN	court
must	MD	must
first	RB	first
analyze	VV	analyze
the	DT	the
concept	NN	concept
of	IN	of
anex	NN	anex
second	JJ	second
the	DT	the
court	NN	court
examines	VVZ	examine
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
with	IN	with
a	DT	a
view	NN	view
to	TO	to
determining	VVG	determine
whether	IN	whether
they	PP	they
amount	VVP	amount
to	TO	to
annexation	NN	annexation
finally	RB	finally
the	DT	the
court	NN	court
discusses	VVZ	discuss
the	DT	the
lawfulness	NN	lawfulness
of	IN	of
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
with	IN	with
regard	NN	regard
to	TO	to
the	DT	the
concept	NN	concept
of	IN	of
annexation	NN	annexation
in	IN	in
the	DT	the
present	JJ	present
context	NN	context
the	DT	the
court	NN	court
understand	VVP	understand
that	IN/that	that
to	TO	to
mean	VV	mean
the	DT	the
forceable	JJ	forceable
acquisition	NN	acquisition
by	IN	by
the	DT	the
occupying	JJ	occupying
power	NN	power
of	IN	of
the	DT	the
territory	NN	territory
that	IN/that	that
it	PP	it
occupies	VVZ	occupy
namely	RB	namely
its	PP$	its
integration	NN	integration
into	IN	into
the	DT	the
territory	NN	territory
of	IN	of
the	DT	the
occupying	JJ	occupying
power	NN	power
annexation	NN	annexation
then	RB	then
presupposed	VVD	presuppose
the	DT	the
intent	NN	intent
of	IN	of
the	DT	the
occupying	JJ	occupying
power	NN	power
to	TO	to
exercise	VV	exercise
permanent	JJ	permanent
control	NN	control
over	IN	over
the	DT	the
occupied	JJ	occupied
territory	NN	territory
the	DT	the
court	NN	court
records	NNS	record
in	IN	in
this	DT	this
regard	NN	regard
that	IN/that	that
under	IN	under
the	DT	the
law	NN	law
of	IN	of
occupation	NN	occupation
the	DT	the
control	NN	control
of	IN	of
the	DT	the
occupied	JJ	occupied
territory	NN	territory
by	IN	by
the	DT	the
occupying	JJ	occupying
power	NN	power
must	MD	must
be	VB	be
temporary	JJ	temporary
in	IN	in
character	NN	character
consequently	RB	consequently
conduct	VV	conduct
by	IN	by
the	DT	the
occupying	JJ	occupying
power	NN	power
that	WDT	that
displays	VVZ	display
an	DT	an
intent	NN	intent
to	TO	to
exercise	VV	exercise
permanent	JJ	permanent
control	NN	control
over	IN	over
the	DT	the
occupied	JJ	occupied
territory	NN	territory
May	MD	may
indicate	VV	indicate
an	DT	an
act	NN	act
annexation	NN	annexation
the	DT	the
assertion	NN	assertion
by	IN	by
the	DT	the
occupying	JJ	occupying
power	NN	power
of	IN	of
permanent	JJ	permanent
control	NN	control
of	IN	of
the	DT	the
occupied	JJ	occupied
territory	NN	territory
May	MD	may
manifest	VV	manifest
itself	PP	itself
in	IN	in
a	DT	a
variety	NN	variety
of	IN	of
ways	NNS	way
in	IN	in
this	DT	this
connection	NN	connection
the	DT	the
court	NN	court
notes	VVZ	note
that	IN/that	that
the	DT	the
distinction	NN	distinction
between	IN	between
the	DT	the
jewy	JJ	jewy
and	CC	and
the	DT	the
facto	JJ	facto
annexation	NN	annexation
is	VBZ	be
occasionally	RB	occasionally
made	VVN	make
although	IN	although
differing	VVG	differ
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
means	NN	means
through	IN	through
which	WDT	which
the	DT	the
annexation	NN	annexation
is	VBZ	be
carried	VVN	carry
out	IN	out
both	DT	both
types	NNS	type
of	IN	of
annexation	NN	annexation
share	NN	share
the	DT	the
same	JJ	same
objective	NN	objective
the	DT	the
assertion	NN	assertion
of	IN	of
permanent	JJ	permanent
control	NN	control
over	IN	over
the	DT	the
occupied	JJ	occupied
territory	NN	territory
against	IN	against
this	DT	this
background	NN	background
the	DT	the
court	NN	court
must	MD	must
examine	VV	examine
whether	IN	whether
through	IN	through
its	PP$	its
conduct	NN	conduct
Israel	NP	Israel
establishes	VVZ	establish
its	PP$	its
perent	JJ	perent
control	NN	control
over	IN	over
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
in	IN	in
a	DT	a
manner	NN	manner
that	WDT	that
would	MD	would
amount	VV	amount
to	TO	to
annexation	NN	annexation
the	DT	the
court	NN	court
first	RB	first
examines	VVZ	examine
Israel	NP	Israel
policies	NNS	policy
and	CC	and
practices	NNS	practice
in	IN	in
relation	NN	relation
to	TO	to
Jerusalem	NP	Jerusalem
it	PP	it
note	VVP	note
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
applied	VVN	apply
its	PP$	its
domestic	JJ	domestic
law	NN	law
in	IN	in
E	NP	E
Jerusalem	NP	Jerusalem
since	IN	since
its	PP$	its
occupation	NN	occupation
in	IN	in
1967	CD	@card@
in	IN	in
1980	CD	@card@
isra	NN	isra
enacted	VVN	enact
domestic	JJ	domestic
legislation	NN	legislation
in	IN	in
the	DT	the
form	NN	form
of	IN	of
a	DT	a
basic	JJ	basic
law	NN	law
proclaiming	VVG	proclaim
a	DT	a
Jerusalem	NP	Jerusalem
as	IN	as
part	NN	part
of	IN	of
its	PP$	its
capital	NN	capital
Israel	NP	Israel
has	VHZ	have
asserted	VVN	assert
that	IN/that	that
Jerusalem	NP	Jerusalem
is	VBZ	be
part	NN	part
of	IN	of
it	PP	it
territory	NN	territory
as	IN	as
evidenced	VVN	evidence
by	IN	by
the	DT	the
notification	NN	notification
of	IN	of
the	DT	the
Israeli	JJ	Israeli
government	NN	government
to	TO	to
the	DT	the
Secretary	NP	Secretary
General	NP	General
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
According	VVG	accord
to	TO	to
which	WDT	which
and	CC	and
I	PP	I
quote	VVP	quote
Jerusalem	NP	Jerusalem
is	VBZ	be
not	RB	not
in	IN	in
any	DT	any
part	NN	part
occupied	JJ	occupied
territory	NN	territory
is	VBZ	be
The	DT	the
Sovereign	NP	Sovereign
capital	NN	capital
of	IN	of
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
end	NN	end
of	IN	of
quote	NN	quote
the	DT	the
absentee	NN	absentee
property	NN	property
law	NN	law
of	IN	of
1950	CD	@card@
has	VHZ	have
facilitated	VVN	facilitate
the	DT	the
confiscation	NN	confiscation
of	IN	of
absentee	NN	absentee
property	NN	property
and	CC	and
its	PP$	its
use	NN	use
for	IN	for
the	DT	the
expansion	NN	expansion
of	IN	of
Israeli	JJ	Israeli
settlements	NNS	settlement
in	IN	in
and	CC	and
around	IN	around
the	DT	the
historical	JJ	historical
borders	NNS	border
of	IN	of
the	DT	the
city	NN	city
it	PP	it
'	POS	'
s	NN	S
reported	VVD	report
that	IN/that	that
230	CD	@card@
,	,	,
000	CD	@card@
person	NN	person
live	JJ	live
in	IN	in
14	CD	@card@
settlements	NNS	settlement
established	VVN	establish
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	JJ	s
measures	NNS	measure
in	IN	in
E	NP	E
Jerusalem	NP	Jerusalem
create	VV	create
an	DT	an
inhospitable	JJ	inhospitable
environment	NN	environment
for	IN	for
the	DT	the
population	NN	population
because	IN	because
Israel	NP	Israel
treats	VVZ	treat
each	DT	each
Jerusalem	NP	Jerusalem
as	IN	as
its	PP$	its
own	JJ	own
territory	NN	territory
it	PP	it
regards	VVZ	regard
Palestinians	NNS	Palestinian
res	NNS	re
ing	VVD	ing
there	RB	there
as	IN	as
foreigners	NNS	foreigner
and	CC	and
it	PP	it
requires	VVZ	require
that	IN/that	that
they	PP	they
hold	VVP	hold
a	DT	a
valid	JJ	valid
residence	NN	residence
permit	VV	permit
Israeli	JJ	Israeli
law	NN	law
has	VHZ	have
also	RB	also
put	VVN	put
in	IN	in
place	NN	place
a	DT	a
building	NN	building
permit	NN	permit
scheme	NN	scheme
the	DT	the
violation	NN	violation
of	IN	of
which	WDT	which
results	NNS	result
in	IN	in
demolition	NN	demolition
through	IN	through
an	DT	an
expedited	VVN	expedite
procedure	NN	procedure
as	RB	as
well	RB	well
as	IN	as
steep	JJ	steep
PES	NNS	pe
according	VVG	accord
to	TO	to
the	DT	the
Secretary	NP	Secretary
General	NP	General
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
Israel	NP	Israel
process	NN	process
of	IN	of
land	NN	land
ownership	NN	ownership
registration	NN	registration
is	VBZ	be
pursued	VVN	pursue
in	IN	in
areas	NNS	area
of	IN	of
of	IN	of
Israeli	JJ	Israeli
settlement	NN	settlement
expansion	NN	expansion
which	WDT	which
would	MD	would
increase	VV	increase
Israeli	JJ	Israeli
control	NN	control
over	IN	over
additional	JJ	additional
territory	NN	territory
in	IN	in
a	DT	a
Jerusalem	NP	Jerusalem
turning	VVG	turn
to	TO	to
Israel	NP	Israel
'	POS	'
s	JJ	s
settlement	NN	settlement
policy	NN	policy
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
the	DT	the
court	NN	court
observed	VVD	observe
that	IN/that	that
pursuant	JJ	pursuant
to	TO	to
the	DT	the
basic	JJ	basic
law	NN	law
of	IN	of
2018	CD	@card@
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
I	PP	I
quote	VVP	quote
views	NNS	view
the	DT	the
development	NN	development
of	IN	of
Jewish	JJ	Jewish
settlement	NN	settlement
as	IN	as
a	DT	a
national	JJ	national
value	NN	value
and	CC	and
shall	MD	shall
act	VV	act
to	TO	to
encourage	VV	encourage
and	CC	and
promote	VV	promote
its	PP$	its
establishment	NN	establishment
and	CC	and
consol	NN	Consol
and	CC	and
consolidation	NN	consolidation
and	CC	and
of	IN	of
course	NN	course
the	DT	the
displacement	NN	displacement
of	IN	of
the	DT	the
local	JJ	local
population	NN	population
from	IN	from
the	DT	the
occupied	JJ	occupied
territory	NN	territory
which	WDT	which
sustains	VVZ	sustain
Israel	NP	Israel
settlement	NN	settlement
policy	NN	policy
also	RB	also
advances	VVZ	advance
the	DT	the
integration	NN	integration
of	IN	of
the	DT	the
territory	NN	territory
Israel	NP	Israel
policies	NNS	policy
and	CC	and
practices	NNS	practice
induce	VV	induce
the	DT	the
departure	NN	departure
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
population	NN	population
from	IN	from
parts	NNS	part
of	IN	of
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
notably	RB	notably
from	IN	from
East	NP	East
Jerusalem	NP	Jerusalem
and	CC	and
area	NN	area
C	NN	C
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
this	DT	this
in	IN	in
turn	NN	turn
enables	VVZ	enable
the	DT	the
further	JJR	further
expansion	NN	expansion
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
settlement	NN	settlement
policy	NN	policy
and	CC	and
the	DT	the
ready	JJ	ready
integration	NN	integration
of	IN	of
Palestinian	JJ	Palestinian
territory	NN	territory
into	IN	into
Israel	NP	Israel
the	DT	the
court	NN	court
also	RB	also
recal	JJ	recal
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	JJ	s
practice	NN	practice
of	IN	of
exploitation	NN	exploitation
of	IN	of
the	DT	the
natural	JJ	natural
resources	NNS	resource
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
is	VBZ	be
inconsistent	JJ	inconsistent
with	IN	with
the	DT	the
right	NN	right
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
to	TO	to
permanent	JJ	permanent
sovereignty	NN	sovereignty
over	IN	over
natural	JJ	natural
resources	NNS	resource
Israel	NP	Israel
'	POS	'
s	JJ	s
extension	NN	extension
of	IN	of
its	PP$	its
domestic	JJ	domestic
law	NN	law
to	TO	to
the	DT	the
West	NP	West
Bank	NP	Bank
notably	RB	notably
to	TO	to
the	DT	the
settlements	NNS	settlement
and	CC	and
other	JJ	other
and	CC	and
over	IN	over
settlers	NNS	settler
as	RB	as
well	RB	well
as	IN	as
its	PP$	its
assump	NN	assump
ition	NN	ition
of	IN	of
broader	JJR	broad
regularity	NN	regularity
Powers	NP	Powers
by	IN	by
virtue	NN	virtue
of	IN	of
the	DT	the
prolonged	JJ	prolonged
character	NN	character
of	IN	of
the	DT	the
occupation	NN	occupation
entrenches	VVZ	entrench
its	PP$	its
control	NN	control
over	IN	over
territory	NN	territory
policies	NNS	policy
practices	NNS	practice
and	CC	and
other	JJ	other
measures	NNS	measure
that	WDT	that
are	VBP	be
such	JJ	such
as	RB	as
to	TO	to
bring	VV	bring
the	DT	the
occupied	JJ	occupied
territory	NN	territory
into	IN	into
the	DT	the
occupying	JJ	occupying
Powers	NP	Powers
permanent	JJ	permanent
control	NN	control
constitute	VVP	constitute
acts	VVZ	act
annexation	NN	annexation
having	VHG	have
examined	VVN	examine
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
both	CC	both
in	IN	in
relation	NN	relation
to	TO	to
East	NP	East
Jerusalem	NP	Jerusalem
and	CC	and
to	TO	to
the	DT	the
West	NP	West
Bank	NP	Bank
with	IN	with
a	DT	a
view	NN	view
to	TO	to
determining	VVG	determine
whether	IN	whether
they	PP	they
amount	VVP	amount
to	TO	to
annexation	NN	annexation
the	DT	the
court	NN	court
comes	VVZ	come
to	TO	to
the	DT	the
conclusion	NN	conclusion
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
including	VVG	include
the	DT	the
maintenance	NN	maintenance
and	CC	and
expansion	NN	expansion
of	IN	of
settlements	NNS	settlement
the	DT	the
construction	NN	construction
of	IN	of
associated	VVN	associate
infrastructure	NN	infrastructure
and	CC	and
the	DT	the
wall	NN	wall
the	DT	the
exploitation	NN	exploitation
of	IN	of
Natural	NP	Natural
Resources	NPS	Resources
the	DT	the
proclamation	NN	proclamation
of	IN	of
Jerusalem	NP	Jerusalem
as	IN	as
Israel	NP	Israel
'	POS	'
s	JJ	s
Capital	NN	capital
the	DT	the
comprehensive	JJ	comprehensive
application	NN	application
of	IN	of
Israeli	JJ	Israeli
domestic	JJ	domestic
law	NN	law
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
and	CC	and
its	PP$	its
extensive	JJ	extensive
application	NN	application
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
entrench	VV	entrench
Israel	NP	Israel
'	POS	'
s	JJ	s
control	NN	control
of	IN	of
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
notably	RB	notably
of	IN	of
East	NP	East
Jerusalem	NP	Jerusalem
and	CC	and
of	IN	of
area	NN	area
C	NP	C
of	IN	of
the	DT	the
West	NP	West
Bank	NP	Bank
these	DT	these
policies	NNS	policy
and	CC	and
practices	NNS	practice
are	VBP	be
designed	VVN	design
to	TO	to
maintain	VV	maintain
in	IN	in
place	NN	place
indefinitely	RB	indefinitely
uh	UH	uh
to	TO	to
sorry	JJ	sorry
to	TO	to
remain	VV	remain
in	IN	in
place	NN	place
indefinitely	RB	indefinitely
and	CC	and
to	TO	to
create	VV	create
irreversible	JJ	irreversible
effects	NNS	effect
on	IN	on
the	DT	the
ground	NN	ground
consequently	RB	consequently
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
these	DT	these
policies	NNS	policy
and	CC	and
practices	NNS	practice
amount	NN	amount
to	TO	to
annexation	NN	annexation
of	IN	of
large	JJ	large
parts	NNS	part
of	IN	of
the	DT	the
territory	NN	territory
it	PP	it
is	VBZ	be
the	DT	the
view	NN	view
of	IN	of
the	DT	the
court	NN	court
that	IN/that	that
to	TO	to
seek	VV	seek
to	TO	to
acquire	VV	acquire
sovereignty	NN	sovereignty
over	IN	over
an	DT	an
occupied	JJ	occupied
territory	NN	territory
as	IN	as
shown	VVN	show
by	IN	by
the	DT	the
policies	NNS	policy
and	CC	and
practices	NNS	practice
adopted	VVN	adopt
by	IN	by
Israel	NP	Israel
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
and	CC	and
the	DT	the
West	NP	West
Bank	NP	Bank
is	VBZ	be
contrary	JJ	contrary
to	TO	to
the	DT	the
prohibition	NN	prohibition
of	IN	of
the	DT	the
use	NN	use
of	IN	of
force	NN	force
international	JJ	international
relations	NNS	relation
and	CC	and
its	PP$	its
corly	JJ	corly
principle	NN	principle
of	IN	of
the	DT	the
non	JJ	non
-	NN	-
acquisition	NN	acquisition
of	IN	of
territory	NN	territory
by	IN	by
force	NN	force
the	DT	the
manner	NN	manner
in	IN	in
which	WDT	which
the	DT	the
annexation	NN	annexation
affects	VVZ	affect
the	DT	the
legal	JJ	legal
status	NN	status
of	IN	of
the	DT	the
the	DT	the
continued	JJ	continued
presence	NN	presence
of	IN	of
Israel	NP	Israel
is	VBZ	be
discussed	VVN	discuss
later	RBR	later
in	IN	in
the	DT	the
advisory	JJ	advisory
opinion	NN	opinion
the	DT	the
court	NN	court
then	RB	then
examined	VVD	examine
the	DT	the
question	NN	question
of	IN	of
discriminatory	JJ	discriminatory
legislation	NN	legislation
and	CC	and
measures	NNS	measure
recalling	VVG	recall
the	DT	the
wording	NN	wording
of	IN	of
question	NN	question
a	DT	a
in	IN	in
the	DT	the
conclusion	NN	conclusion
it	PP	it
reach	VVP	reach
with	IN	with
regard	NN	regard
to	TO	to
the	DT	the
interpretation	NN	interpretation
of	IN	of
the	DT	the
question	NN	question
it	PP	it
not	RB	not
that	IN/that	that
it	PP	it
must	MD	must
itself	PP	itself
determine	VV	determine
whether	IN	whether
the	DT	the
legislation	NN	legislation
and	CC	and
measures	NNS	measure
identified	VVN	identify
by	IN	by
the	DT	the
request	NN	request
of	IN	of
the	DT	the
general	JJ	general
assembly	NN	assembly
are	VBP	be
discriminatory	JJ	discriminatory
in	IN	in
this	DT	this
regard	NN	regard
the	DT	the
court	NN	court
first	RB	first
considers	VVZ	consider
that	IN/that	that
it	PP	it
has	VHZ	have
to	TO	to
limit	VV	limit
its	PP$	its
analysis	NN	analysis
to	TO	to
legislation	NN	legislation
and	CC	and
measures	NNS	measure
that	WDT	that
are	VBP	be
closely	RB	closely
linked	VVN	link
to	TO	to
the	DT	the
policies	NNS	policy
and	CC	and
practices	NNS	practice
discussed	VVD	discuss
previously	RB	previously
second	JJ	second
the	DT	the
question	NN	question
covers	VVZ	cover
Israel	NP	Israel
'	POS	'
s	NN	S
legislation	NN	legislation
and	CC	and
measures	VVZ	measure
only	RB	only
to	TO	to
the	DT	the
extent	NN	extent
that	IN/that	that
they	PP	they
apply	VVP	apply
in	IN	in
the	DT	the
occupied	JJ	occupied
territory	NN	territory
third	JJ	third
the	DT	the
question	NN	question
is	VBZ	be
confined	VVN	confine
to	TO	to
the	DT	the
potentially	RB	potentially
discriminatory	JJ	discriminatory
character	NN	character
of	IN	of
Israel	NP	Israel
'	POS	'
s	NN	S
legislation	NN	legislation
and	CC	and
measures	NNS	measure
having	VHG	have
thus	RB	thus
defined	VVN	define
the	DT	the
scope	NN	scope
of	IN	of
question	NN	question
a	DT	a
the	DT	the
code	NN	code
turn	NN	turn
to	TO	to
the	DT	the
concept	NN	concept
of	IN	of
discrimination	NN	discrimination
