yet	RB	yet
Hamas	NNS	Hamas
to	TO	to
stand	VV	stand
down	RP	down
and	CC	and
accept	VV	accept
an	DT	an
exile	NN	exile
deal	NN	deal
where	WRB	where
they	PP	they
go	VVP	go
wherever	WRB	wherever
hopefully	RB	hopefully
Kar	NP	Kar
can	MD	can
okay	VV	okay
some	DT	some
some	DT	some
pretty	JJ	pretty
controversial	JJ	controversial
comments	NNS	comment
there	RB	there
I	NP	I
'	POS	'
m	NN	m
afraid	JJ	afraid
we	PP	we
don	VVP	don
'	''	'
t	NN	t
have	VHP	have
time	NN	time
to	TO	to
pick	VV	pick
you	PP	you
up	RP	up
on	IN	on
them	PP	them
though	IN	though
thanks	NNS	thanks
to	TO	to
all	PDT	all
our	PP$	our
guests	NNS	guest
Dan	NP	Dan
Perry	NP	Perry
munia	NP	munia
mber	NP	mber
and	CC	and
Hala	NP	Hala
haa	NP	haa
halawa	NN	halawa
whatever	WDT	whatever
the	DT	the
outcome	NN	outcome
of	IN	of
the	DT	the
latest	JJS	late
Ciro	NP	Ciro
talks	VVZ	talk
we	PP	we
'	''	'
ll	NNS	ll
cover	VVP	cover
it	PP	it
here	RB	here
on	IN	on
Al	NP	Al
jazer	NN	jazer
and	CC	and
to	TO	to
watch	VV	watch
us	PP	us
at	IN	at
any	DT	any
time	NN	time
you	PP	you
can	MD	can
always	RB	always
go	VV	go
to	TO	to
our	PP$	our
mobile	JJ	mobile
app	NNS	app
or	CC	or
to	TO	to
our	PP$	our
website	NN	website
al	NP	al
.	SENT	.
com	NN	com
we	PP	we
always	RB	always
want	VVP	want
to	TO	to
hear	VV	hear
from	IN	from
you	PP	you
your	PP$	your
comments	NNS	comment
are	VBP	be
welcome	JJ	welcome
on	IN	on
our	PP$	our
Facebook	NN	Facebook
page	NN	page
that	RB	that
'	POS	'
s	NN	S
facebook	NN	facebook
.	SENT	.
com	NN	com
AJ	NP	AJ
insidestory	NN	insidestory
or	CC	or
find	VV	find
us	PP	us
on	IN	on
X	NP	X
where	WRB	where
we	PP	we
'	POS	'
re	NN	re
at	IN	at
AJ	NP	AJ
insid	NN	insid
story	NN	story
I	NP	I
'	POS	'
m	NN	m
James	NP	James
Bay	NP	Bay
and	CC	and
I	NP	I
'	POS	'
ll	NNS	ll
be	VB	be
back	RB	back
again	RB	again
here	RB	here
very	RB	very
soon	RB	soon
from	IN	from
all	PDT	all
the	DT	the
team	NN	team
on	IN	on
the	DT	the
program	NN	program
please	VVP	please
stay	VV	stay
safe	JJ	safe
bye	NN	bye
-	NN	-
bye	NN	bye
for	IN	for
