file_name,video_id,publish_date,total_word_count,killed.VVN.,killed.VVN.subject,murdered.VVN.,displaced.VVN.,hurt.VVN.,heard.VVN.,displaced.VVN.subject,murdered.VVN.subject,heard.VVN.subject
un security council fails to pass cease-fire resolution on gaza  dw news_output.json,Wje_w59xB7A,20240322,1231,0,,0,0,0,0,,,
un security council holds emergency session after iran's attacks against israel  dw news_output.json,hi8Srzt9cQY,20240414,4110,0,,0,0,0,0,,,
un security council holds meeting on palestine  dw news_output.json,OOwIfWVdw-8,20240813,16682,5,civilians civilians people who Gaza,1,5,0,0,whom people whom people who,children,
un security council meeting following iran's attack on israel  dw news_output.json,DKe0H-WIp_o,20240414,12623,4,protesters members civilians women,0,0,0,0,,,
un top court rules german military aid to israel can continue  dw news_output.json,aOlAlYzghi0,20240430,2694,0,,0,0,0,0,,,
un warns fuel crisis could halt gaza aid operation  dw news_output.json,BXdUPbWUpy8,20231025,2238,1,people,0,1,0,0,ground,,
un warns gaza strip 'too dangerous' for aid distribution as palestinians go hungry  dw news_output.json,kF8Xb2pvSW4,20240712,2130,0,,0,0,0,0,,,
un warns of humanitarian catastrophe in gaza  dw news_output.json,WHUQwZ9Gu0U,20231017,1198,1,people,0,2,0,0,million who,,
un's aid distribution in rafah on the verge of collapse  dw news_output.json,etlvyUTzfZ8,20240522,1707,0,,0,0,0,0,,,
unicef official evacuating gaza hospitals 'incredibly dangerous'  dw news_output.json,Md8C5AEVIsc,20231113,1144,1,Gynecology,0,0,0,0,,,
united nations mourns more than 100 aid workers killed in gaza  dw news_output.json,7r9eGQtV-e8,20231113,754,1,',0,1,0,0,who,,
unrwa chief lazzarini update on situation in occupied palestinian territories  dw news_output.json,QMEKtJzE8dE,20240430,4011,2,people who,0,0,0,0,,,
unrwa director of planning 'we are being squeezed into ever smaller areas of gaza'  dw news_output.json,0LPYT0YEbp0,20240826,91,0,,0,0,0,0,,,
unrwa head alleges israeli government tries to undermine the agency for political ends  dw news_output.json,9e7GCgMJexo,20240305,952,1,presumably,0,0,0,0,,,
unrwa israeli strike on un school in gaza kills dozens  dw news_output.json,rlfv0cA4_80,20240606,654,2,people people,0,0,0,0,,,
unrwa sponsors halt funding after terror allegations  dw news_output.json,rfKefTV_m-I,20240129,348,0,,0,0,0,0,,,
up to 1_output.json,,,2825,1,or,0,0,0,0,,,
us abstention on cease-fire vote – a shift in us policy towards israel at the un  dw news_output.json,CbRoe8p1xcM,20240326,1112,0,,0,0,0,0,,,
us analyst a president harris would put 'a lot more pressure on israel'  dw news_output.json,HOedUk-I1EE,20240805,2381,0,,0,0,0,0,,,
us and uk carry out strikes against houthis in yemen  dw news_output.json,FX4HX6y9VxM,20240112,595,0,,0,0,0,0,,,
"us campus protests unresolved debate over public order, free speech and antisemitism  dw news_output.json",ExHyThep858,20240520,2024,0,,0,0,0,0,,,
us continues to rely on a negotiated solution to the israel-hamas war  dw news_output.json,3OG6vmxAV3U,20240207,2193,0,,0,0,0,0,,,
us imposes sanctions on four israeli settlers in the occupied west bank  dw news_output.json,k5DckrHCVBg,20240201,787,0,,0,1,0,0,uh,,
us is reviewing hamas' response on cease-fire deal  dw news_output.json,Odk6xu2fy8o,20240206,2078,0,,0,0,0,0,,,
us joins international operation to airdrop desperately needed supplies into gaza  dw news_output.json,TtsRCIqyp0A,20240302,962,1,Palestinians,0,0,0,0,,,
us pauses delivery of bombs to israel in opposition to israel's plans to attack rafah  dw news_output.json,hUKF6jUpYWk,20240508,2036,0,,0,0,0,0,,,
us peace plan how is israel likely to react  dw news_output.json,9TSChIGtuMI,20240321,3028,0,,0,0,0,0,,,
us president biden backs israel's account on the gaza hospital blast  dw news_output.json,8o4dtHDoKHs,20231018,3169,2,people people,0,0,0,0,,,
us president biden wants israel to agree to cease-fire  dw news_output.json,uNyfVqUM1Rg,20240410,985,1,people,0,0,0,0,,,
us says icc arrest warrants is a profoundly wrong-headed decision  dw news_output.json,xJ1VSooe9HI,20240521,935,0,,0,0,0,0,,,
us secretary of state blinken and german foreign minister baerbock visit middle east_output.json,cGodVKJsxJk,20240107,981,0,,0,0,0,0,,,
us secretary of state ‘israel on trajectory to potentially inherit an insurgency’  dw news_output.json,m7u7sse9Dqk,20240512,492,0,,0,0,0,0,,,
us soldiers killed in jordan us accuses iran-backed militias  dw news_output.json,YfHU4cLz40Y,20240202,1909,2,troops teammates,0,0,0,0,,,
us student protests analysis and historical comparison   dw news_output.json,nB-ptn848Yk,20240502,2947,0,,0,0,0,0,,,
us urges caution as israel weighs response to iran  dw news_output.json,0vEl_N37G4c,20240415,2316,1,generals,0,0,0,0,,,
us vetos un resolution for cease-fire in gaza  dw news_output.json,1w0abJa1VsY,20231209,1150,0,,0,0,0,0,,,
"us, algeria propose dueling israel-hamas cease-fire resolutions to un  dw news_output.json",2qHNnWQHahQ,20240220,787,0,,0,0,0,0,,,
"us, egypt, qatar hopeful latest israel-hamas cease-fire proposal will work  dw news_output.json",mcDCRJ7Y1k4,20240817,1681,0,,0,0,0,0,,,
villagers return to netiv haasara at the northern border with gaza  dw news_output.json,WRojKyr_T_A,20240307,546,1,family,0,0,0,0,,,
war in gaza israel ever more isolated  to the point_output.json,iDuSFY-B8uY,20240607,4370,0,,0,0,0,0,,,
War photographers break down 'Civil War' and share insights into their profession  DW Analysis.en-US_output.json,rkbNCgSpsqw,20240509,7936,3,journalists to their,0,0,0,0,,,
war photographers break down 'civil war' and share insights into their profession  dw analysis_output.json,rkbNCgSpsqw,20240509,7936,3,journalists to their,0,0,0,0,,,
was netanyahu's charm offensive to repair relations with trump successful  dw news_output.json,oFTyQyXQHn8,20240726,864,0,,0,0,0,0,,,
west bank clashes as israel plans to intensify gaza strikes  dw news_output.json,253EBLLNIy4,20231022,1436,5,people seven people children people,0,0,0,0,,,
what a war between israel and hezbollah would mean  dw news_output.json,bxbki85OoeM,20240622,1073,1,people,0,0,0,0,,,
what are hezbollah's military capabilities in lebanon  dw news_output.json,AmhGLFHG1KU,20240619,1760,1,Lebanese,0,0,0,0,,,
what are iran's military capabilities  dw analysis_output.json,U8m_GM8wBE4,20240414,5069,1,generals,0,0,0,0,,,
what are israel’s plans for gaza’s future  dw news_output.json,SY-Z9AgvtSc,20240622,1731,0,,0,0,0,0,,,
what are the biggest challenges to palestinian statehood  dw news_output.json,0Aocopnm2tw,20240529,2596,0,,0,0,0,0,,,
"what are the desired effects of eu sanctions, how could they impact iran  dw news_output.json",R-M05UcMEAc,20240418,5331,1,people,0,0,0,0,,,
what are the released hostages going through  dw news_output.json,LjXfbFsBdIg,20231127,3202,3,son families ',1,0,0,0,,has,
what caused the gaza hospital explosion  dw analysis_output.json,Yx1_7CQQJ94,20231018,2946,3,people people that,0,0,0,0,,,
what caused the truce between israel and hamas to end  dw news_output.json,kJEuPrDRKaQ,20231201,3076,1,gazans,0,0,0,0,,,
what challenges do israeli troops face in ground war against hamas  dw news_output.json,4zUqBZBVfGs,20231029,1725,0,,0,0,0,0,,,
what did erdogan's visit to germany accomplish on the war in gaza  dw news_output.json,--joSXIsHO8,20231118,1129,0,,0,0,0,0,,,
what did israel intend with its deadliest west bank raids since start of war  dw news_output.json,2JKMfH4ZjIg,20240830,1358,2,footage Palestinians,0,0,0,0,,,
what did israeli bulldozers dig up overnight at al-shifa hospital  dw news_output.json,QxiOZtN_7Fs,20231116,1063,0,,0,0,0,0,,,
what do arab nations think about the israel-iran tensions  dw news_output.json,Rybzq8Mra0A,20240417,4175,0,,0,0,0,0,,,
what does german chancellor scholz hope to achieve in the middle east  dw news_output.json,pMC2UM1IKH8,20240317,1197,0,,0,0,0,0,,,
what does haniyeh's killing mean for a cease-fire in gaza  dw news_output.json,4osvXVbrcnA,20240801,3259,4,leader he who group,0,0,0,1,,,threats
what does israel's post-war plan for gaza look like  dw news_output.json,0hW2vD88KYg,20240223,630,1,Palestinians,0,0,0,0,,,
what does the killing of hamas leaders and netanyahu's belligerent approach mean for the hostages_output.json,eQ2kvnRVFaI,20240806,2466,2,Han he,0,0,0,0,,,
what does us support mean for israel  dw news_output.json,AX-i0EGQ5Io,20231013,5233,2,people captives,0,0,0,0,,,
what exactly is the icj ruling on today  dw news_output.json,UF9y2W3snlk,20240126,1004,1,Palestinians,0,0,0,0,,,
"what fate awaits the 5,500 women due to give birth in gaza this month  dw news_output.json",rLmIMmLUGUw,20231102,795,0,,0,0,0,0,,,
what happens to gaza when the war is over  dw news_output.json,bvzP3X5O_FI,20231114,1303,0,,0,0,0,0,,,
what has israel accomplished in three months of war and what lies ahead  dw news_output.json,t48HXAjjDAU,20231229,1381,0,,0,1,0,0,people,,
what has led to the extension and what is known about it  dw news_output.json,L09aXLiNGZw,20231127,2314,0,,0,1,0,0,have,,
what has the response been to the refugee camp strike  dw analysis_output.json,mWaq3k5vElA,20231101,1382,2,soldiers combatants,0,0,0,0,,,
what impact could a war between hezbollah and israel have  dw news_output.json,jOtXxIjwWsg,20231016,586,1,people,0,0,0,0,,,
what impact would the collapse of unrwa have on the humanitarian situation in gaza  dw news_output.json,ksP1MooptN4,20240228,2662,0,,0,0,0,0,,,
what international law has to say about the israel-hamas war  dw news_output.json,H1H7H1XaQjo,20231026,1541,0,,0,0,0,0,,,
what is behind the allegations against israel  dw news_output.json,pcOo0eQZ688,20240119,1386,0,,0,0,0,0,,,
what is china's role in the 'beijing declaration' of rival palestinian factions  dw news_output.json,ZhDxmseA_aw,20240724,1354,0,,0,0,0,0,,,
what is driving iran's proxies and could tehran benefit from all-out war  dw news_output.json,WLHj-pj6d78,20240124,2069,2,soldiers soldiers,0,0,0,0,,,
what is egypt building on its border with gaza  dw news_output.json,G6f5M2S_KqM,20240217,623,0,,0,0,0,0,,,
what is iran's role in funding hamas  dw business_output.json,iPKraBTGv_M,20231017,2001,0,,0,0,0,0,,,
what is iran's role in stoking tensions between israel and lebanon i dw news_output.json,7Sl8SCRtFkA,20240730,1824,0,,0,0,0,0,,,
what is iran's role in the hamas attacks on israel  dw news_output.json,ftrhg8Ce47U,20231010,1652,0,,0,0,0,0,,,
what is known about the details of the potential cease-fire deal  dw news_output.json,EPaRcJN4vD4,20240128,698,0,,0,0,0,0,,,
what is known about the german nationals abducted or killed in israel  dw news_output.json,GNTDEzKGnSE,20231011,1800,4,citizens that might National,0,0,0,0,,,
what is left of the healthcare infrastructure in gaza  dw news_output.json,q1twZhEVO94,20231117,1225,2,thousands many,0,1,0,0,',,
what is the real gaza death toll  dw news_output.json,IlWkHH4OU4g,20240725,1644,2,people who,0,0,0,0,,,
what israel's deadly assault that freed 4 hostages means for netanyahu  dw news_output.json,wCzuX3FArBg,20240609,2560,3,Palestinians Palestinians that,0,0,0,0,,,
"what israelis, palestinians, us and others say about 'the day after' the gaza war  dw news_output.json",0my72F-kxhM,20240115,2045,0,,0,0,0,0,,,
what it would mean for gaza if israel expands operations into rafah  dw news_output.json,o65lbe08Cro,20240204,1349,1,people,0,0,0,0,,,
what kind of warfare can be expected in gaza and how well prepared is hamas  dw news_output.json,dZzGaXk1q10,20231013,2610,0,,0,0,0,0,,,
what message is netanyahu sending by rebuffing allies' calls to scale back the gaza offensive_output.json,4iq4rEQnbCg,20240119,1328,0,,0,0,0,0,,,
what remains of gaza's healthcare system  dw news_output.json,2fUnMsxVGKo,20240521,895,0,,0,1,0,0,they,,
what role is the international community playing in the israel-hamas war  dw analysis_output.json,yDE6bC1ar-s,20231017,3015,0,,1,0,0,0,,Jews,
what role should the us play in the israel-hamas conflict  dw news_output.json,eXEzHeMEEHs,20231012,3998,0,,0,0,0,0,,,
what the gaza airdrop says about the us's influence on israel  dw news_output.json,08E_vlkurpk,20240303,887,1,Palestinians,0,0,0,0,,,
"what the icj genocide ruling means for israelis, palestinians & south africans  dw news_output.json",QV55M4eLLw8,20240127,2177,1,who,0,0,0,0,,,
what the icj ruling means for israel and its allies  dw news_output.json,jGdjbBewypM,20240525,1778,0,,0,0,0,0,,,
what the withdrawal of israeli troops from southern gaza could mean  dw news_output.json,rNlOu5cvz-k,20240408,1749,1,Palestinians,0,0,0,0,,,
what to expect from blinken's visit in israel  dw news_output.json,r-LvZGsJN0c,20240322,1172,0,,0,0,0,0,,,
what we know about the gaza hospital explosion  dw news_output.json,EROljCmzlxk,20231018,1127,1,people,0,0,0,0,,,
what we know so far about the palestinians killed at aid deliveries  dw news_output.json,oD8GN-Yl8NU,20240301,670,1,people,0,0,0,0,,,
what world leaders are doing to help end the war in gaza  dw news_output.json,3sgxFOFTKqI,20231111,2476,0,,0,0,0,0,,,
what would happen if israel assumed 'security responsibility' in gaza  dw news_output.json,AKTT-VoCdlo,20231107,3710,0,,0,0,0,0,,,
what would iran likely target if it decides to strike  dw news_output.json,0DlMDEsCVw4,20240406,1908,3,guards who that,0,0,0,0,,,
what's behind the growing us protests against the war in gaza  dw news_output.json,3NMoNu90Ljs,20240425,599,0,,0,0,0,0,,,
what's behind the hostility between israel and iran  dw news_output.json,ZvFoxvFTeW4,20231105,1507,0,,0,0,0,0,,,
what's the future of us-israel relations  dw news_output.json,6xrHXJZSFXU,20240722,546,0,,0,0,0,0,,,
what's the latest on today's releases and a possible second extension of the truce  dw news_output.json,5LpqfKWshbk,20231130,1778,4,that members his he,0,0,0,0,,,
what’s behind the massive rise in infectious diseases in gaza   dw news_output.json,CEjmE-2ge8U,20231109,2857,3,that children who,0,0,0,0,,,
what’s in the latest israel-hamas cease-fire proposals  dw news_output.json,dUyi_7Swne8,20240502,818,0,,0,0,0,0,,,
what’s left of hamas and what are they still capable of  dw news_output.json,QQSm0-xbp_4,20240621,3611,3,fighters fighters 000,0,0,0,0,,,
where are hamas abductors holding the israeli hostages  dw news_output.json,WQtNNSWOeB0,20231020,1690,0,,0,0,0,0,,,
where does the us government draw the line  dw news_output.json,8gG4ftCgmwk,20240530,1336,0,,0,0,0,0,,,
where things stand after 100 days of war in gaza  dw news_output.json,6na_sXe86Yc,20240114,1000,1,that,0,1,0,0,homes,,
"while half a million gazans starve, why is it hard to pass a un resolution  dw news_output.json",rty7KeJlw84,20231222,949,0,,0,0,0,0,,,
white house israel agrees to 'pauses' in gaza fighting  dw news_output.json,Ujo40lVL_nw,20231109,2487,0,,0,0,0,0,,,
"who hopes to vaccinate over 600,000 gaza children against polio  dw news_output.json",KFh0-oCzXXo,20240830,875,0,,0,0,0,0,,,
who is funding hamas  dw business special_output.json,Sf6xl5HHchw,20231014,2371,1,have,0,0,0,0,,,
who says gaza's al-shifa hospital is a 'death zone'  dw news_output.json,5RVkEF2nxSc,20231119,2210,3,most child thousands,0,0,0,0,,,
who will succeed ismail haniyeh as hamas political leader  dw news_output.json,wCk3oISrsE0,20240802,3377,1,already,0,0,0,0,,,
who worker warns 'gaza is being bombed back to the middle ages'  dw news_output.json,fMF3L1fqtcE,20231227,1014,1,000,0,1,0,0,',,
why 2023 is already the deadliest year on record for palestinians in the west bank  dw news_output.json,cipDYZL9Nbw,20231025,471,1,Palestinians,0,0,0,0,,,
why a truce could endanger netanyahu's political survival  dw news_output.json,293T__NKw_8,20240603,1738,0,,0,0,0,0,,,
why amnesty international singles out israel for its crackdown on critics  dw news_output.json,3dNk8sQHEfM,20240424,2388,0,,0,0,0,0,,,
why an iran-empowered hezbollah may not want an all-out war with israel  dw news_output.json,Z0OzIfLUTnw,20240606,2218,0,,0,0,0,0,,,
why are protests against netanyahu intensifying  dw news_output.json,cDJq1g81cIY,20240407,1999,2,who that,0,1,0,0,we,,
why aren't china's censors cracking down on online antisemitism  dw news_output.json,WBNNzq271uA,20231113,1583,0,,0,0,0,0,,,
why blinken is optimistic after israel oks cease-fire plan  dw news_output.json,1d736STrZmM,20240820,1928,0,,0,0,0,0,,,
why doesn't egypt open the rafah border crossing to gaza  dw news_output.json,dTvnQjLcKbM,20231018,1527,0,,0,0,0,0,,,
why egypt's rafah border crossing is crucial to gaza  dw news_output.json,TD4b32NnAz8,20231012,2226,0,,0,1,0,0,who,,
why getting aid into gaza is so difficult  dw news_output.json,BtLh-HcFA8Y,20240411,1582,0,,0,0,0,0,,,
why global economy is afraid of an escalation of the israel-hamas war  dw news_output.json,4WLnCCxbQc0,20231027,1138,0,,0,0,0,0,,,
why has netanyahu backed away from an officially announced peace plan  dw news_output.json,l9JcPdD9XKo,20240603,3551,1,that,0,0,0,0,,,
why hasn't hamas accepted the peace plan as it was laid out  dw news_output.json,uC6VJnEUctQ,20240613,1817,0,,0,0,0,0,,,
why is iran the key link in conflicts from gaza to yemen and pakistan  dw news_output.json,5ltlb1Li5K4,20240123,3156,0,,0,0,0,0,,,
why is israel back in northern gaza  dw news_output.json,PTZivpzjoNQ,20240514,1188,1,Palestinians,0,0,0,0,,,
why is the idf striking khan younis in south gaza where thousands have sought refuge  dw news_output.json,BiSwT0ljRPM,20231209,2482,1,people,0,1,0,0,',,
why is the philadelphi corridor so important to israel  dw news_output.json,uoX-K8O9lYk,20240903,1144,0,,0,0,0,0,,,
why israel and iran are enemies  mapped out_output.json,TFr8X8Bc2S8,20231201,2296,0,,0,0,0,0,,,
why israel can't dismantle hamas  dw news_output.json,LEze_S20H_E,20240530,2105,1,parents,0,0,0,0,,,
why israel is denying gaza fuel deliveries for humanitarian use  dw news_output.json,RUqJObE91Eo,20231025,3290,0,,0,0,0,0,,,
why israel must provide evidence that hamas is in al-shifa hospital  dw news_output.json,gCnkQRK0IJY,20231118,1332,1,thousands,0,0,0,0,,,
why israel's multi-layered air defense system is so effective  dw news_output.json,izNvwGo2G8o,20240808,2140,1,hanene,0,0,0,0,,,
why israel's planned rafah offensive tests ties with egypt  dw news_output.json,sdvW1YAPZBU,20240227,2537,0,,0,0,0,0,,,
why israeli prime minister benjamin netanyahu has moved to dissolve his war cabinet  dw news_output.json,6w5ShwRFEgs,20240618,389,0,,0,0,0,0,,,
why israelis and palestinians have yet to agree on the details of a two-state solution  dw news_output.json,Rk7Q8B-FqPc,20240608,3277,0,,0,0,0,0,,,
why israel’s ultra-orthodox jews might soon have to serve in the military  dw news_output.json,zFclOJ9cC84,20240418,1213,0,,0,0,0,0,,,
why nicaragua is dragging germany before the international court of justice  dw news_output.json,DNn3FIenUBg,20240409,2906,0,,0,0,0,0,,,
why one israeli critic thinks the war in gaza serves those in power  dw news_output.json,DiSOkm52pNM,20240531,1641,0,,0,0,0,0,,,
why south africa has taken israel to the un court  dw news_output.json,GIJQImodLwk,20240111,2229,0,,0,0,0,0,,,
why the israeli-palestinian conflict is so hard to resolve  mapped out_output.json,VA2tiAHmbm0,20231104,2257,0,,0,0,0,0,,,
why the un blacklists the israel defense forces for harming children  dw news_output.json,3MMrXclUn4o,20240607,603,0,,0,0,0,0,,,
why the us warns israel against major operation in rafah  dw news_output.json,BxKsbGQN8bI,20240209,866,0,,0,0,0,0,,,
why tracking civilian casualties in the israel-hamas war is so difficult  dw news_output.json,YkhE__tT7MA,20231219,2119,5,civilians that uh civilians militants,0,0,0,0,,,
will death of woman in west bank trigger stronger response from israel's allies  dw news_output.json,YXko1JbMs9E,20240907,1211,0,,0,0,0,0,,,
will gaza aid pier be enough to save famine-stricken palestinians  dw news_output.json,NClxLXeu358,20240517,2071,0,,0,0,0,0,,,
will iran retaliate against israel again  dw news_output.json,8hXB7HJqvTg,20240419,5005,0,,0,0,0,1,,,that
will iran's response to haniyeh's killing be rational or driven by emotion  dw news_output.json,-JgQbTVWdfs,20240801,3307,8,hania he also dive bodyguard Dave Dave salame,0,0,0,0,,,
will israel continue its war in gaza despite increasing international isolation  dw news_output.json,7UWZAFGq59Y,20231213,2612,0,,0,0,0,0,,,
will israel listen to biden's calls to protect gaza civilians  dw news_output.json,nY-wo0iUeTk,20231224,1042,2,people that,0,0,0,0,,,
will israel's deadly strike on gaza school force cease-fire  dw news_output.json,-hiLFXyM4UM,20240811,1253,0,,0,0,0,0,,,
will the appointment of sinwar change anything in hamas' strategy  dw news_output.json,JrV3hW7wsgc,20240807,2025,1,who,0,0,0,0,,,
will the latest cease-fire proposal end the gaza war  dw news_output.json,kD3wd2YLV24,20240506,1231,0,,0,0,0,0,,,
Will the new maritime aid corridor bring substantial relief into Gaza  DW News.ar_output.json,B9bQLW-pthA,20240312,1510,0,,0,0,0,0,,,
will the new maritime aid corridor bring substantial relief into gaza  dw news_output.json,B9bQLW-pthA,20240312,1510,0,,0,0,0,0,,,
will the war resume at full force when the truce ends  dw news_output.json,NK8hqpOL4Is,20231129,4621,0,,1,1,0,0,people,mother,
will there be a new land crossing into northern gaza as israel's military says  dw news_output.json,DFeeBJaLyWI,20240411,940,0,,0,1,0,0,that,,
will unrwa funding cuts hit wrong target   dw news_output.json,5u4pjrwsYH0,20240129,1788,0,,0,1,0,0,Gaza,,
"with energy supply down, time my be running out for injured people in gaza’s hospitals  dw news_output.json",-XOz2IctcWo,20231013,1937,2,people people,0,0,0,0,,,
"without ceasefire, is there any way to meet humanitarian needs in gaza  dw news_output.json",Xcs1jAmf2go,20231108,1020,2,khed people,0,1,0,0,people,,
world leaders meet in egypt for summit on israel-hamas war  dw news_output.json,cKPjin6XT4U,20231021,838,0,,0,0,0,0,,,
yemen's houthi rebels claim attacks on ships in the red sea  dw news_output.json,XggSfFCRJuQ,20231203,544,0,,0,0,0,0,,,
yemen's houthis claim responsibility for fatal drone attack on tel aviv  dw news_output.json,179U7wS6H-4,20240720,1132,0,,0,0,0,0,,,
‘beyond worst case scenario’ the situation on the ground in gaza  dw news_output.json,qUDkZ6V1uKM,20231026,2524,0,,0,0,0,0,,,
‘it’s time for this war to end’_output.json,,,1475,0,,0,0,0,0,,,
